id,line_id,firm,org,neworg,finalorg,mission,category,issue,comments,amlawrank
36,62,Blank Rome,Homeless Advocacy Project,,Homeless Advocacy Project, <newline>The Homeless Advocacy Project (HAP) exists to meet the legal and advocacy needs of homeless individuals and families in Philadelphia. With a legal staff of six and a corps of 300 volunteer lawyers paralegals and law students HAP engages in di,3,Housing/Homeless,,76
36,65,Blank Rome,Pennsylvania Immigration Resource Center,,Pennsylvania Immigration Resource Center,Our Mission <newline>In providing legal and educational resources to detained populations PIRC seeks to empower unrepresented immigrants to evaluate and manifest their defenses against deportation from the United States. <newline>PIRC believes that detai,3,Immigration,,76
36,63,Blank Rome,Philadelphia Volunteer Lawyers for the Arts,,Philadelphia Volunteer Lawyers for the Arts,The Arts & Business Council of Greater Philadelphia helps drive the cultural vitality and economic development of the Greater Philadelphia Region by strengthening the partnership between business and the arts and cultural community. <newline> http://www.a,1,Culture,,76
36,64,Blank Rome,Philadelphia Volunteers for the Indigent Program,,Philadelphia Volunteers for the Indigent Program,VIP promotes equal justice for the poor by providing civil legal services not otherwise available collaborating with other legal services organizations and promoting a culture of volunteerism by educating and exposing attorneys and law students to issues,2,Legal Services,,76
36,66,Blank Rome,Prisoner Civil Rights Panel of the U.S. District Court for the Eastern District of Pennsyvania,,Prisoner Civil Rights Panel of the U.S. District Court for the Eastern District of Pennsyvania, Prisoner Civil Rights Panel for the United States District Court for the Eastern District of Pennsylvania; the panel is responsible for coordinating and assigning court appointments in prisoner civil rights matters to lawyers and law firms that agree to ,3,Prisoner's Rights,,76
36,67,Blank Rome,Sanctuary for Families,,Sanctuary for Families,Sanctuary for Families envisions a society in which freedom from domestic violence is a basic human right. We are dedicated to the safety healing and self-sufficiency of battered women and their children. To that end we offer a broad range of high qual,3,Women's Rights,,76
36,68,Blank Rome,Senior Law Center,,Senior Law Center,For nearly three decades Community Legal Services Inc. (CLS) has provided the highest quality legal assistance to the needy with the ongoing support of the Philadelphia Bar Association and the legal community. Our mission is to help low-income Philadelp,3,Elder,,76
36,69.1,Blank Rome,Support Center for Child Advocates,,Support Center for Child Advocates,The Support Center for Child Advocates provides legal assistance and social service advocacy to abused and neglected children in Philadelphia County. Child Advocates is one of the most successful volunteer models serving children in the country. Since its,3,Children,,76
36,69.2,Blank Rome,Whitman-Walker Legal Clinic,,Whitman-Walker Legal Clinic,Our mission is to be the highest quality culturally competent community health center serving greater Washington's diverse urban community including individuals who face barriers to accessing care and with a special expertise in LGBT and HIV care. <new,3,LGBT,,76
,,Boies Schiller and Flexner,ACLU,,ACLU,The ACLU is our nation's guardian of liberty working daily in courts legislatures and communities to defend and preserve the individual rights and liberties that the Constitution and laws of the United States guarantee everyone in this country.http://ww,3,Civil Rights/Civil Liberties,,
,,Boies Schiller and Flexner,Brennan Center for Justice,,Brennan Center for Justice,The Brennan Center for Justice at New York University School of Law is a non-partisan public policy and law,3,Civil Rights/Civil Liberties,,104
,,Boies Schiller and Flexner,inMotion,,inMotion,Lasting legal solutions for families in domestic crisis <newline>InMotion provides free legal and social services to low-income women in New York City. Our services are designed to address the unique needs of women who suffer from abuse‰ÛÓmost of our clie,3,Women's Rights,,104
,,Boies Schiller and Flexner,Innocence Project,,Innocence Project,Mission Statement <newline>The Innocence Project was founded in 1992 by Barry C. Scheck and Peter J. Neufeld at the Benjamin N. Cardozo School of Law at Yeshiva University to assist prisoners who could be proven innocent through DNA testing. To date 234 ,3,Prisoner's Rights,,104
,,Boies Schiller and Flexner,Public Interest Law Center of Philadelphia,,Public Interest Law Center of Philadelphia,The Public Interest Law Center of Philadelphia is dedicated to advancing the Constitutional promise of equal citizenship to all persons irrespective of race ethnicity national origin disability gender or poverty. We use public education continuing education of our clients and client organizations research negotiation and when necessary the courts to achieve systemic reforms that advance the central goals of self-advocacy social justice and equal protection of the law for all members of society.,3,Civil Rights/Civil Liberties,,104
,,Boies Schiller and Flexner,The Legal Aid Society,Legal Aid Society,Legal Aid Society,Mission of The Legal Aid Society <newline>The Legal Aid Society is the nation's oldest and largest provider of legal services to the indigent. Founded in 1876 the Society provides a full range of civil legal services as well as criminal defense work and,2,Legal Services,,104
,,Boies Schiller and Flexner,The Prison Policy Initiative,,The Prison Policy Initiative,The non-profit non-partisan Prison Policy Initiative documents the impact of mass incarceration on individuals communities and the national welfare. We produce accessible and innovative research to empower the public to participate in improving criminal justice policy.,3,Prisoner's Rights,,104
,,Brown Rudnick Berlack Israels,Anti-Defamation League,,Anti-Defamation League,The Anti-Defamation League was founded in 1913 ‰ÛÏto stop the defamation of the Jewish people and to secure justice and fair treatment to all.‰Ûù Now the nation's premier civil rights/human relations agency ADL fights anti-Semitism and all forms of bigot,3,Civil Rights/Civil Liberties,,163
,,Brown Rudnick Berlack Israels,Boston Medical Center's Family Advocacy Program,,Boston Medical Center's Family Advocacy Program,,3,Children,,
,,Brown Rudnick Berlack Israels,Consumers for Dental Choice,,Consumers for Dental Choice,Our purpose is to educate the public about the health and environmental dangers of mercury fillings and to ensure more effective government oversight on amalgam.,3,Health/Disability,,163
,,Brown Rudnick Berlack Israels,Facing History and Ourselves,,Facing History and Ourselves,We aim to provide quality professional development to teachers and teachers consistently report that we do. We aim to engage youth in a rigorous examination of racism prejudice and antisemitism and our resource materials are considered the best in the field in this regard.,3,Education,,163
,,Brown Rudnick Berlack Israels,Hartford Legal Aid,,Hartford Legal Aid,Hartford Legal Aid is a not-for-profit law firm whose attorneys provide clients living in poverty with free representation for civil legal issues. We advocate for equal justice for poor people work with clients to promote social justice and use the law to address the effects and root causes of poverty.,2,Legal Services,,163
